id_usuario|nombre_usuario|nombre_perfil|correo|contraseña|rol|foto_perfil|biografia
89|inkandpages|Beatriz Salazar|beatriz.salazar@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Adicta a subrayar frases que me inspiran.
152|narrativamística|Camila Ortega|camila.ortega@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Historias con un toque de magia y misterio. 🪄
111|storystargazer|Camila Paredes|camila.paredes@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de los finales felices y los dramas épicos.
33|poetrysoul|Camila Ríos|camila.rios@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Apasionada de la poesía y los relatos cortos. Las palabras tienen poder. ✨
77|libraryvoyager|Camila Rivas|camila.rivas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Viajo a través de las palabras y nunca me canso de explorar.
27|pageturner9|Carla Gómez|carla.gomez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Devoro novelas en un par de días. Siempre con un libro en la mochila. 
91|bookalchemist|Carla Pérez|carla.perez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Transformo palabras en emociones.
145|lectoraventurero|Carlos Medina|carlos.medina@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Buscando mundos nuevos en cada página. 🌍
68|worddreamer|Carlos Vega|carlos.vega@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me pierdo en las historias de fantasía épica.
140|bookriddle|Carmen Navarro|carmen.navarro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me atrapan los libros que me hacen pensar.
103|novelroamer|Carolina López|carolina.lopez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||A veces leo la última página primero... shh. 🤫
119|wordarchitect|Carolina Núñez|carolina.nunez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Admiro las frases bien construidas.
53|bookheaven|Carolina Peña|carolina.pena@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Encuentro paz entre estanterías llenas de libros.
160|lectornocturno|Carolina Reyes|carolina.reyes@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo hasta que se me cierran los ojos. 🌙
125|bookwitch|Clara Mendoza|clara.mendoza@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Transformo las palabras en emociones.
83|bookcollector|Clara Navarro|clara.navarro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Colecciono historias como si fueran tesoros.
63|paperwanderer|Claudia Jiménez|claudia.jimenez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Exploro géneros diferentes con cada lectura.
43|endlesspages|Claudia Romero|claudia.romero@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Podría pasar horas en una librería. Siempre busco nuevos autores por descubrir.
157|versoviajero|Daniel Lozano|daniel.lozano@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Viajando a través de poemas y relatos. 📖
44|mindonpaper|Daniel Paredes|daniel.paredes@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Los libros son mi refugio. Leo de todo, desde novelas gráficas hasta ensayos.
70|bookcompass|Daniel Torres|daniel.torres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Navego entre páginas en busca de inspiración.
108|chapterwhisper|Daniel Vargas|daniel.vargas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Un capítulo más y cierro el libro... o no.
142|storyember|Daniela León|daniela.leon@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Algunas historias me arden en el pecho. 🔥
151|buscahistorias|David Morales|david.morales@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre a la caza de relatos inolvidables. 🔍
64|plotcollector34|David Ramos|david.ramos@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Fanático de los misterios y las historias de detectives.
93|pagechaser78|Diana Aguilar|diana.aguilar@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||No puedo resistirme a una portada bonita.
51|mystoryteller|Diana Guzmán|diana.guzman@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Escribo pequeños cuentos y leo historias infinitas.
129|inkcompass|Diego Herrera|diego.herrera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Los libros son mi guía en esta vida caótica.
30|storyhunter|Diego Ramírez|diego.ramirez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre en busca de la próxima historia que me quite el sueño. 
76|storystalker|Diego Sánchez|diego.sanchez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||No hay mejor plan que una tarde de lectura infinita.
104|plotwanderer|Eduardo Ortega|eduardo.ortega@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Adicto a las tramas complicadas y los giros inesperados.
113|pagehunter|Elena Castro|elena.castro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Los libros de terror son mi debilidad.
81|paperchaser|Elena Vargas|elena.vargas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Adoro las historias que te hacen reflexionar sobre la vida.
49|chapterseeker|Elisa Carrillo|elisa.carrillo@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo despacio para saborear cada palabra. Los dramas me atrapan.
141|wordcanvas|Felipe Álvarez|felipe.alvarez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Pinto mundos en mi mente con cada palabra. 🎨
131|novelvoyager|Gabriel Reyes|gabriel.reinas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Viajo a través del tiempo con cada historia. ⏳
96|bookseeker|Gabriel Reyes|gabriel.reyes@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre en busca de la próxima gran lectura. 📖
46|inkcollector|Gabriel Suárez|gabriel.suarez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre llevo un libro encima. Los thrillers psicológicos son mi debilidad.
164|lectoraeternidad|Gabriela Peña|gabriela.pena@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Podría pasar la vida leyendo sin parar. ♾️
90|storywhisper|Hugo Moreno|hugo.moreno@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Las historias de misterio son mi debilidad. 🔍
154|relatoromántico|Isabel Torres|isabel.torres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de los finales felices y las lágrimas. 💘
97|paperdreamer|Isabel Vázquez|isabel.vazquez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me pierdo en los libros de fantasía y magia. 🪄
88|plotdevourer|Iván Martínez|ivan.ivienen@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Devoro tramas como si no hubiera un mañana. 📚
52|plotwhisperer|Iván Martínez|ivan.martinez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me fascinan las historias con giros inesperados.
127|wordpirate|Iván Morales|ivan.morales@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Robo historias para llenar mi mente de aventuras. 🏴‍☠️
147|libromanía|Javier Acosta|javier.acosta@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de los libros que no se pueden soltar. 📚
32|readandchill|Javier Morales|javier.morales@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Prefiero una tarde de lectura a cualquier plan. Fan del realismo mágico. 
80|inkwanderer|Javier Muñoz|javier.munoz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Los libros de ciencia ficción me transportan a otro universo.
106|plotenthusiast|Javier Ramírez|javier.ramirez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Vivo para los cliffhangers.
58|endlesschapters|Jorge Medina|jorge.medina@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Podría leer durante horas sin darme cuenta del tiempo.
74|paperwhisper|Juan Gutiérrez|juan.gutierrez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de los clásicos y los libros que dejan huella.
139|chapterpulse|Juan Ramírez|juan.ramirez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siento cada capítulo como un latido del alma.
134|wordmelody|Julia Cáceres|julia.caceres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Las palabras tienen música si sabes escucharlas. 🎵
47|pagesanddreams|Julia Castillo|julia.castillo@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de las historias que te hacen soñar despierto.
85|worldtraveler|Julia Medina|julia.medina@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Viajo a través de las páginas sin salir de casa.
65|storywanderer|Laura Delgado|laura.delgado@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de las novelas románticas y los finales felices.
35|classicreader|Laura Fernández|laura.fernandez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de los clásicos. Siempre vuelvo a Jane Austen o García Márquez.
148|cuentacapítulos|Laura Méndez|laura.mendez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Cuento capítulos como quien cuenta estrellas. 🌟
109|inkexplorer|Laura Molina|laura.molina@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Los libros son mi brújula en la vida.
61|bookishmind|Lorena Paredes|lorena.paredes@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Encuentro inspiración en cada libro que leo.
144|inkfable|Lorena Suárez|lorena.suarez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Vivo entre cuentos, leyendas y magia. ✨
26|wordsandmagic|Lucas Rivera|lucas.rivera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Fan de la fantasía y la ciencia ficción. Creo que los libros son portales a otros mundos. 
79|pagetrotter|Lucía Fernández|lucia.fernandez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encanta descubrir autores nuevos y poco conocidos.
41|chapterbychapter|Lucía Méndez|lucia.mendez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||No puedo parar hasta terminar el capítulo... o el libro entero.
158|imaginahistorias|Lucía Navarro|lucia.navarro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Mi mente nunca deja de inventar finales. 🌀
115|chapterkeeper|Lucía Ríos|lucia.rios@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo con música instrumental de fondo, siempre. 🎧
99|storystar|Lucía Serrano|lucia.serrano@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de los relatos cortos con mucho significado.
94|novelhunter|Luis Castro|luis.castro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encantan los finales inesperados. ✨
126|pagewanderer|Luis Castillo|luis.torre@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre buscando el próximo libro que me atrape. 📚
78|readerdreams|Manuel Ortega|manuel.ortega@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre tengo una lista interminable de libros por leer.
50|quillandpages|Marcos Herrera|marcos.herrera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Aficionado a las novelas históricas y los relatos épicos.
100|bookglider|Marcos Jiménez|marcos.jimenez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre tengo un libro en la mochila, por si acaso.
31|chapterqueen|Mariana Pérez|mariana.perez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Coleccionista de marcapáginas y recuerdos literarios. 
130|chapterstorm|Marina López|marina.lopez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo rápido, pero recuerdo cada palabra.
137|inktraveler|Mario Gutiérrez|mario.gutierrez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Cada página es un nuevo destino por explorar.
92|prosewander|Mario Herrera|mario.herrera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre buscando el próximo libro que me rompa el alma.
71|inkandadventure|Marta Herrera|marta.herrera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Las sagas largas son mi debilidad. ¡Nunca me canso!
150|entrehojas|Marta Ríos|marta.rios@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me pierdo entre las hojas de cada historia. 🍃
117|plotnavigator|Martina Salas|martina.salas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Los mapas de mundos ficticios son mi obsesión. 🗺️
34|fictionaddict|Mateo Herrera|mateo.herrera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||No puedo resistirme a una buena saga. Mis favoritos: fantasía y misterio. 
60|pagehunter93|Miguel Álvarez|miguel.alvarez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Buscador de historias emocionantes y personajes inolvidables.
155|capituloinfinito|Miguel Herrera|miguel.herrera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre hay otro capítulo esperándome.
112|wordwanderer|Miguel Torres|miguel.torres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Cada libro es una nueva aventura por descubrir. 🌍
123|pagealchemist|Natalia Jiménez|natalia.jimenez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Transformo páginas en emociones intensas.
59|inkysoul|Natalia Rojas|natalia.rojas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Adicta a la poesía y las novelas que tocan el alma.
37|paperandink|Natalia Sánchez|natalia.sanchez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me gustan las historias que te dejan pensando durante días.
87|bookhaven|Natalia Rojas|natalia78@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Encuentro paz en las bibliotecas y librerías.
135|pagewhisper|Nicolás Rojas|nicolas.rojas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo en silencio, pero mi mente grita emociones.
54|silentreader|Óscar Vargas|oscar.vargas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo en silencio, pero siempre tengo mucho que decir sobre los libros.
56|dreambound|Pablo Cifuentes|pablo.cifuentes@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me gustan los libros que te dejan pensando durante días.
116|inkdreamer|Pablo Fernández|pablo.fernandez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encanta escribir reseñas después de leer.
73|wordseeker|Patricia López|patricia.lopez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre tengo una libreta para apuntar mis frases favoritas.
39|cozyreader|Paula Navarro|paula.navarro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Disfruto las novelas que se leen mejor con una manta y un té caliente.
128|storybender|Paula Serrano|paula.serrano@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encanta cuando un libro me rompe el corazón. 💔
82|storygatherer|Pedro León|pedro.leon@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Nunca es suficiente con un solo libro a la vez.
159|cuentapalabras|Pedro Sánchez|pedro.sanchez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me fascina descubrir palabras nuevas.
55|novelnavigator|Raquel Torres|raquel.torres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Viajo por mundos imaginarios página a página.
98|chapterexplorer|Raúl Mendoza|raul.mendoza@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo para escapar de la rutina y explorar mundos nuevos.
120|storyseeker|Rodrigo Peña|rodrigo.pena@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Busco historias que me hagan sentir vivo. 💥
42|literarydreamer|Samuel Ortega|samuel.ortega@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encantan las historias que mezclan realidad y fantasía.
133|bookoracle|Samuel Torres|samuel.torres@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Predigo finales, pero sigo leyendo igual. 🔮
62|chapterdreamer|Sebastián Navarro|sebastian.navarro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Los finales abiertos me vuelven loco. Siempre quiero saber más.
110|novelcollector|Sergio Guzmán|sergio.guzman@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre en busca de la novela perfecta. 📖
66|bookexplorer|Sergio Morales|sergio.morales@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Siempre en busca de nuevas aventuras literarias.
36|nocturnalreader|Sergio Vargas|sergio.vargas@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo de noche cuando todo está en silencio. Los thrillers son mi debilidad.
149|cronicaslector|Sergio Vargas|sergio111@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Registrando cada libro que me cambia la vida.
69|chapterlover|Sofía Blanco|sofia.blanco@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Cada capítulo es un nuevo mundo por descubrir.
121|chapterglider|Sofía Herrera|sofia.herrera@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Leo varios libros a la vez, no me juzgues. 📚
25|booklover23|Sofía Martínez|sofia.martinez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Amante de los libros y del café. Siempre en busca de nuevas historias. 
138|plotweaver|Sofía Montes|sofia.montes@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encanta hilar teorías sobre las tramas. 🧵
101|inkhaku|Sofía Morales|sofia.morales@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me enamoro de personajes ficticios con demasiada facilidad. ❤️
156|lectorcreativo|Sofía Ramírez|sofia.ramirez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Invento mundos a partir de los libros que leo. 🖋️
40|bookwanderer|Tomás Delgado|tomas.delgado@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Viajo a través de los libros. Siempre tengo una lista de lecturas pendiente.
161|páginaoculta|Tomás Gutiérrez|tomas.gutierrez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Buscando siempre el significado oculto. 🔑
102|pagewhisperer|Tomás Navarro|tomas.navarro@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encantan los libros que me hacen reflexionar.
122|inkroamer|Tomás|tomas8989@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encanta perderme en libros de ciencia ficción. 🚀
132|plotchaser55|Valentina Silva|valentina.silva@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||No puedo parar hasta saber cómo termina.
75|chapterhunter|Valeria Cruz|valeria.cruz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encantan los libros que te atrapan desde la primera página.
29|libraryaddict|Valeria López|valeria.lopez@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me encanta descubrir autores nuevos y compartir recomendaciones. 
105|booknomad|Valeria Ruiz|valeria.ruiz@readtoowell.com|$2a$10$bPlIZOSckQOAC33pWnfMbupjXuKiprxZWtWKq2e3SbjGHrGzQ6Ld2|0||Me pierdo en mundos de fantasía y no quiero salir.
